"","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","threshold"
"20586","NDUFB6",237.088028628381,-2.0689751430681e-05,0.00144257757549333,0.0861833443306001,0.912794029518877,FALSE
"20587","PLCB3",373.843107968699,-2.07037791711485e-05,0.00144214198929629,0.495821684257727,0.972035326510082,FALSE
"20588","UBA52",36930.643406539,-2.07295707123809e-05,0.001442658397067,0.0208570442186218,0.790577174012906,FALSE
"20589","MED25",5372.05645314845,-2.07438113323266e-05,0.00144256198320679,0.0901012830317654,0.917245422391415,FALSE
"20590","MON2",487.898480788155,-2.07594431904083e-05,0.00144239933998804,0.229781328154804,0.943101168638276,FALSE
"20591","EIF4A1",4687.86048115394,-2.07717985047029e-05,0.00144172997814212,0.448188461222598,0.965993016502106,FALSE
"20592","GPR107",946.761585258085,-2.07726833829063e-05,0.001441453469822,0.378299151324826,0.963554782375483,FALSE
"20593","GPX1",8622.7069652418,-2.07877487785984e-05,0.00144266432885661,0.0173612928980155,0.745102425411598,FALSE
"20594","RALGAPB",951.724335655031,-2.07883276179041e-05,0.00144184735265657,0.2710106163858,0.94519682586671,FALSE
"20597","CAB39L",72.0881578121874,-2.0830399934205e-05,0.00144250157113528,0.155055947115825,0.936932111390819,FALSE
"20598","NACC2",1750.76551732634,-2.08443969348766e-05,0.00144253229335928,0.111753742421975,0.920051635664095,FALSE
"20599","YBX1",17133.0695835402,-2.08624418305851e-05,0.00144266025273218,0.0194660554021919,0.778216263015418,FALSE
"20600","WDTC1",3775.80158080023,-2.08785485206986e-05,0.00144230677636626,0.103597801417188,0.919983769688899,FALSE
"20602","EXOSC4",93.4649003101149,-2.09089291099039e-05,0.0014425154079678,0.047410430147904,0.872294621150258,FALSE
"20603","MOB3A",12489.4454114704,-2.09107021559015e-05,0.00144229895079692,0.256938564653538,0.945182496271051,FALSE
"20604","C14orf119",470.288136945512,-2.09319698284036e-05,0.00144191322672214,0.367006976959085,0.961364189236488,FALSE
"20605","FAM149B1",168.962836944191,-2.09355201123333e-05,0.00144217472750446,0.364667787488526,0.961364189236488,FALSE
"20606","UMAD1",106.069431380801,-2.09605348769742e-05,0.00144245601783628,0.437521844133167,0.965993016502106,FALSE
"20607","KLF12",386.022283266912,-2.09714929435969e-05,0.00144257933386902,0.193682199381993,0.943101168638276,FALSE
"20608","ZC3HC1",121.97569413736,-2.0972384907758e-05,0.00144236155709447,0.222038285333566,0.943101168638276,FALSE
"20609","SLC35A1",273.201513332188,-2.10162986017029e-05,0.00144214387372734,0.273420944512103,0.945253866002995,FALSE
"20610","MON1A",170.902497828618,-2.10184680152161e-05,0.00144235451427575,0.237341948640905,0.943101168638276,FALSE
"20611","CNTNAP3",393.730377833397,-2.10268416698818e-05,0.0014427374406308,0.486956884632233,0.971932095255629,FALSE
"20615","FTL",112539.159481335,-2.10637983399122e-05,0.00144250804188758,0.126871495436821,0.9333972064577,FALSE
"20619","VMA21",294.36489413615,-2.11018094089705e-05,0.00144219842335233,0.44528971456711,0.965993016502106,FALSE
"20620","PAPOLA",2364.89675260897,-2.1114813362703e-05,0.00144218989152018,0.396134661013519,0.964000141034271,FALSE
"20622","CLUH",830.466151625005,-2.11340436018276e-05,0.00144214765768182,0.345995929585524,0.960086717225835,FALSE
"20624","ATP6V1G2",36.1551908930477,-2.11441182674736e-05,0.00144263927146867,0.199744740307471,0.943101168638276,FALSE
"20625","NDUFV1",1559.84252051432,-2.11442585251562e-05,0.00144212917581555,0.326235426482462,0.951023407716678,FALSE
"20631","LSM2",227.41662163115,-2.12142033085516e-05,0.001442408590734,0.274549225023346,0.946222768822773,FALSE
"20632","PHF23",920.909417883239,-2.1234428101804e-05,0.00144209555532197,0.468161579836621,0.968400674442871,FALSE
"20633","PPP6R3",957.211565251789,-2.12406411886404e-05,0.00144126461141875,0.480060298779553,0.970012023785505,FALSE
"20634","ACY1",89.9275109418988,-2.12714752636263e-05,0.00144249471210974,0.431972368413848,0.964690767744896,FALSE
"20635","CATSPERG",49.2582759111998,-2.12747620063458e-05,0.00144263380234859,0.193972603512956,0.943101168638276,FALSE
"20637","SLC16A6",299.890751989709,-2.13316822760405e-05,0.00144258622613063,0.203302137639317,0.943101168638276,FALSE
"20639","RPL27",8783.59927924785,-2.13799493991949e-05,0.0014423608528189,0.215677043326792,0.943101168638276,FALSE
"20640","EIF2D",491.328418126903,-2.13876392739909e-05,0.00144207834039239,0.184397073087136,0.943101168638276,FALSE
"20641","ZNF212",226.471770710463,-2.14581257531131e-05,0.00144207777270747,0.406371718442035,0.964000141034271,FALSE
"20642","CRNKL1",465.949065449007,-2.14658691681857e-05,0.00144209072963045,0.290532721270144,0.946222768822773,FALSE
"20644","RORC",153.571886361793,-2.15221207695998e-05,0.00144268082524445,0.125310848960345,0.9333972064577,FALSE
"20645","ZNF629",130.544626363397,-2.15399940557024e-05,0.00144245211709771,0.193053302227155,0.943101168638276,FALSE
"20646","RPS7",6624.91281160689,-2.15422465435874e-05,0.00144217300560163,0.301349335564075,0.950369977061049,FALSE
"20648","PLEKHM2",1887.9782673702,-2.15606687381818e-05,0.00144164016248943,0.451144701559887,0.966965473662498,FALSE
"20649","COPS7B",585.763629905776,-2.15662950972939e-05,0.00144176637773108,0.343907585757571,0.959412367047004,FALSE
"20650","GPR25",63.8164663172438,-2.15723175580153e-05,0.00144271117805926,0.00163213316903286,0.46592301559735,FALSE
"20651","FOXK2",641.077881107673,-2.1575800308472e-05,0.00144131582131525,0.303139075909062,0.950369977061049,FALSE
"20652","DLGAP4",1377.91240451093,-2.15812064023735e-05,0.00144157024512674,0.464060271153071,0.968173125663754,FALSE
"20653","RPS3AP5",15.2152394218076,-2.15830999914966e-05,0.00144270869429359,0.103888422896816,0.919983769688899,FALSE
"20654","ZBED3",85.5163927395824,-2.15850435906407e-05,0.00144259331692548,0.0601472332190922,0.881713819286275,FALSE
"20655","PPP2R2D",654.896418875254,-2.15880654889419e-05,0.00144160229596244,0.24214754141581,0.943101168638276,FALSE
"20657","GLYR1",1914.54987783792,-2.16505476398615e-05,0.00144172861849312,0.437844363164879,0.965993016502106,FALSE
"20659","PCTP",399.73504780576,-2.17760839153082e-05,0.0014424373926774,0.141385842184216,0.936932111390819,FALSE
"20660","ATP2A3",9878.62156945341,-2.17874753610251e-05,0.001441783854311,0.415589205910571,0.964000141034271,FALSE
"20661","UBE2D1",809.157653079279,-2.1792997104703e-05,0.0014426626140865,0.499285062161897,0.972581358576891,FALSE
"20664","DCAF5",1448.01590029474,-2.1824809135754e-05,0.00144125984384584,0.288804111728563,0.946222768822773,FALSE
"20665","C6orf47",621.590398300383,-2.18345995958444e-05,0.00144192236476927,0.378302050026236,0.963554782375483,FALSE
"20666","TXNDC9",154.076545244532,-2.18406302612335e-05,0.00144239814956681,0.266754580280033,0.945182496271051,FALSE
"20667","TDP2",1215.57999893045,-2.18431429459317e-05,0.00144255822083571,0.233681961059011,0.943101168638276,FALSE
"20668","SFXN3",752.477484340262,-2.18566943775459e-05,0.0014421801941617,0.270213742901696,0.945182496271051,FALSE
"20670","AHSP",620.387384919105,-2.18764661399144e-05,0.00144273874957986,0.112499379489882,0.920717628324947,FALSE
"20671","PCYT2",309.702042696112,-2.19022239023376e-05,0.00144232184313427,0.393742014987774,0.963751426776004,FALSE
"20672","FBXW9",43.0491081126082,-2.19642051554407e-05,0.00144260949296417,0.0408639237258824,0.856213236634532,FALSE
